STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
CO,Fort Collins,Healing Arts Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Van Nuys,Los Angeles ORT College-Van Nuys Campus,NULL,NULL,NULL,NULL,10384.5,0,NULL
PR,Guaynabo,University of Phoenix-Puerto Rico,NULL,NULL,NULL,NULL,31977,0,NULL
CA,Concord,Mt. Diablo Adult Education-Mt. Diablo USD,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Temecula,Royale College of Beauty and Barbering,NULL,NULL,NULL,NULL,6333,0,NULL
MA,Tyngsboro,Greater Lowell Technical School,NULL,NULL,1,NULL,5500,0,NULL
MS,Pearl,Academy of Hair Design-Pearl,NULL,NULL,NULL,NULL,7500,0,NULL
NC,Charlotte,King's College,NULL,NULL,0.885,NULL,11090,0,21851
TN,Clarksville,Miller-Motte Technical College-Clarksville,NULL,NULL,NULL,NULL,26472,0,25039
TN,Lebanon,Genesis Career College-Lebanon,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Dallas,Brightwood College-Dallas,NULL,NULL,NULL,NULL,9367,0,NULL
TX,Tyler,Star College of Cosmetology 2,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Big Spring,Southwest Collegiate Institute for the Deaf,NULL,NULL,NULL,NULL,7000,0,11128
VA,Richmond,Fortis College-Richmond,NULL,NULL,NULL,NULL,10168,0,29355
WI,Racine,Midwest College of Oriental Medicine-Racine,NULL,NULL,NULL,NULL,20834,NULL,NULL
CA,La Puente,Hacienda La Puente Adult Education,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Miami,La Belle Beauty Academy,NULL,NULL,NULL,NULL,7537,0,NULL
FL,Miami,Advanced Technical Centers,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
HI,Hilo,Hawaii Community College,NULL,NULL,NULL,NULL,9424,0,13594
NJ,North Plainfield,Robert Fiance Beauty Schools-North Plainfield,NULL,NULL,NULL,NULL,8273.5,0,NULL
NY,Hauppauge,Long Island Beauty School-Hauppauge,NULL,NULL,NULL,NULL,7593.5,0,NULL
OH,New Philadelphia,Buckeye Joint Vocational School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Sandusky,Sandusky Career Center,NULL,NULL,NULL,NULL,10367,0,NULL
PA,Altoona,Greater Altoona Career & Technology Center,NULL,NULL,NULL,NULL,9503,0,NULL
TX,Temple,Central Texas Beauty College-Temple,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Angola,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Brooklyn,Empire Beauty School-Brooklyn,NULL,NULL,NULL,NULL,9795,0,NULL
TX,Houston,Houston Training School-Gulfgate,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MS,Hattiesburg,Antonelli College-Hattiesburg,NULL,NULL,NULL,NULL,16985.5,0,27714
NM,Ruidoso,Eastern New Mexico University-Ruidoso Campus,NULL,NULL,NULL,NULL,14611,0,11964
CA,Ontario,United Education Institute-Ontario,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Encino,United Education Institute-Encino,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Leesburg,Beacon College,NULL,NULL,0.4831,NULL,20000,0,51191
CA,Berkeley,Acupuncture and Integrative Medicine College-Berkeley,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
AZ,Avondale,Estrella Mountain Community College,NULL,NULL,NULL,NULL,6016.5,0,11349
IL,Normal,Heartland Community College,NULL,NULL,NULL,NULL,7692,0,10584
DC,Washington,University of the Potomac-Washington DC Campus,NULL,NULL,NULL,NULL,29905.5,0,23817
NJ,Edison,Rabbi Jacob Joseph School,NULL,NULL,0.7778,NULL,PrivacySuppressed,0,18700
FL,Melbourne,The Salon Professional Academy-Melbourne,NULL,NULL,NULL,NULL,8993.5,0,NULL
PA,Scranton,Fortis Institute-Scranton,NULL,NULL,NULL,NULL,15500,0,37499
TX,Amarillo,Milan Institute of Cosmetology-Amarillo,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Boca Raton,Everglades University,NULL,NULL,0.7436,NULL,40750,0,30409
NY,Brooklyn,Seminar L'moros Bais Yaakov,NULL,NULL,0.8198,NULL,PrivacySuppressed,0,21072
FL,Winter Park,Herzing University-Winter Park,NULL,NULL,0.8,NULL,23139.5,0,27532
OH,Fairview Park,Fairview Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Pompano Beach,Florida College of Natural Health-Pompano Beach,NULL,NULL,NULL,NULL,7917,0,NULL
TN,Nashville,National College-Nashville,NULL,NULL,NULL,NULL,24472,0,23543
TX,Houston,College of Biblical Studies-Houston,NULL,NULL,NULL,NULL,32062,0,11296
OH,Lyndhurst,Inner State Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Pensacola,Virginia College-Pensacola,NULL,NULL,NULL,NULL,16710,0,23768
OH,Zanesville,Mid-EastCTC-Adult Education,NULL,NULL,NULL,NULL,7600,0,NULL
FL,Tampa,Everest University-South Orlando,NULL,NULL,NULL,NULL,20954,0,24417
OH,Middleburg Heights,Polaris Career Center,NULL,NULL,NULL,NULL,6333,0,NULL
MI,Detroit,P&A Scholars Beauty School,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Davie,ASM Beauty World Academy,NULL,NULL,NULL,NULL,4404,0,NULL
MI,Grand Blanc,Sharps Academy of Hair Styling,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Houston,The College of Health Care Professions-Northwest,NULL,NULL,NULL,NULL,9500,0,NULL
NY,Bronx,School of Professional Horticulture New York Botanical Garden,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
TX,Houston,Fortis College-Houston,NULL,NULL,NULL,NULL,9500,0,NULL
TN,Nashville,Watkins College of Art Design & Film,420,470,0.97,999,28479.5,0,35518
IL,Skokie,Chicago ORT Technical Institute,NULL,NULL,NULL,NULL,5521,0,NULL
CA,Alhambra,Alhambra Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Gardena,UEI College-Gardena,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Westminster,Asian-American International Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,San Diego,Avance Beauty College,NULL,NULL,NULL,NULL,6311,0,NULL
CA,Redlands,Colton-Redlands-Yucaipa Regional Occupational Program,NULL,NULL,NULL,NULL,19067,0,NULL
CA,Joshua Tree,Copper Mountain Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0307,13733
CA,Los Angeles,Diversified Vocational College,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Fresno,UEI College-Fresno,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Monrovia,Mt Sierra College,NULL,NULL,0.44,NULL,41236,0,27923
CA,Orange,Santiago Canyon College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0119,10202
CA,Anaheim,Southern California Institute of Technology,NULL,NULL,0.9222,NULL,9500,0,28911
CA,Aliso Viejo,Soka University of America,580,490,0.384,1233,19500,0,44800
CA,Colton,Summit College,NULL,NULL,NULL,NULL,7600,0,NULL
CA,Garden Grove,Advance Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Los Angeles,World Mission University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,20965
CA,Los Angeles,Yo San University of Traditional Chinese Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Blue Island,Cannella School of Hair Design-Blue Island,NULL,NULL,NULL,NULL,4742.5,0,NULL
IL,Oak Forest,John Amico School of Hair Design,NULL,NULL,NULL,NULL,9833,0,NULL
LA,Covington,Delta College Inc,NULL,NULL,NULL,NULL,5700,0,NULL
NM,Albuquerque,Southwest University of Visual Arts-Albuquerque,NULL,NULL,NULL,NULL,51488.5,0,30333
TX,El Paso,Tri-State Cosmetology Institute,NULL,NULL,NULL,NULL,6491.5,0,NULL
IL,Fairfield,Frontier Community College,NULL,NULL,NULL,NULL,5500,0,6746
IL,Robinson,Lincoln Trail College,NULL,NULL,NULL,NULL,5370,0,6423
IL,Mount Carmel,Wabash Valley College,NULL,NULL,NULL,NULL,5500,0,6423
AZ,Fountain Hills,American Institute of Interior Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
AZ,Tempe,Brookline College-Tempe,NULL,NULL,NULL,NULL,9500,0,NULL
PR,Bayamon,Inter American University of Puerto Rico-School of Optometry,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
FL,Largo,Schiller International University,NULL,NULL,NULL,NULL,24885,0,36540
MO,Springfield,Vatterott College-Springfield,NULL,NULL,NULL,NULL,22900,0,24523
MO,Joplin,Vatterott College-Joplin,NULL,NULL,NULL,NULL,22900,0,24807
MO,Kansas City,Vatterott College-Kansas City,NULL,NULL,NULL,NULL,22900,0,23467
AZ,Flagstaff,Coconino Community College,NULL,NULL,NULL,NULL,11500,0,14835
PR,Juana Diaz,Emma's Beauty Academy-Juana Diaz,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TN,Cleveland,Franklin Academy,NULL,NULL,NULL,NULL,6000,0,NULL
PR,Yauco,Columbia Central University-Yauco,NULL,NULL,NULL,NULL,PrivacySuppressed,0,10810
CO,Denver,Pima Medical Institute-Denver,NULL,NULL,NULL,NULL,8708,0,NULL
NY,Brooklyn,ASA College,NULL,NULL,NULL,NULL,13600,0,30090
OH,Heath,Ohio State School of Cosmetology-Heath,NULL,NULL,NULL,NULL,8000,0,NULL
OH,Columbus,Nationwide Beauty Academy,NULL,NULL,NULL,NULL,11300,0,NULL
NY,Brooklyn,Yeshivas Novominsk,NULL,NULL,0.8545,NULL,PrivacySuppressed,0,17011
TX,Corpus Christi,Southern Careers Institute-Corpus Christi,NULL,NULL,NULL,NULL,9193,0,NULL
OK,Stigler,Kiamichi Technology Center-Stigler,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Brooklyn,Rabbinical College of Ohr Shimon Yisroel,NULL,NULL,NULL,NULL,PrivacySuppressed,0,26050
MD,Westminster,Carroll Community College,NULL,NULL,NULL,NULL,11110,0,8526
NM,Albuquerque,University of Phoenix-New Mexico,NULL,NULL,NULL,NULL,31977,0,23923
FL,Saint Petersburg,Galen College of Nursing-Tampa Bay,NULL,NULL,NULL,NULL,22531,0,NULL
TX,San Antonio,Galen College of Nursing-San Antonio,NULL,NULL,NULL,NULL,22531,0,NULL
FL,Sarasota,Sarasota School of Massage Therapy,NULL,NULL,NULL,NULL,8077,0,NULL
NY,Elmira,Schuyler Steuben Chemung Tioga Allegany BOCES,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Monaca,DCI Career Institute,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Lewisburg,Central Susquehanna Intermediate Unit LPN Career,NULL,NULL,0.7938,NULL,9500,0,NULL
UT,Salt Lake City,Myotherapy College of Utah,NULL,NULL,NULL,NULL,8233,0,NULL
VA,Arlington,Graham Webb International Academy of Hair,NULL,NULL,NULL,NULL,6333,0,NULL
FL,Gainesville,City College-Gainesville,NULL,NULL,NULL,NULL,28142.5,0,27033
AZ,Glendale,Arizona State University-West,480,480,0.7786,1078,20000,0.02,20052
CT,Westport,Connecticut Center for Massage Therapy-Westport,NULL,NULL,NULL,NULL,7600,0,NULL
IL,Oakbrook,G Skin & Beauty Institute,NULL,NULL,NULL,NULL,7717,0,NULL
LA,Lafayette,Cosmetology Training Center,NULL,NULL,NULL,NULL,8155.5,0,NULL
LA,Lake Charles,Stage One-The Hair School,NULL,NULL,NULL,NULL,9829,0,NULL
MA,Malden,Empire Beauty School-Malden,NULL,NULL,NULL,NULL,11526,0,NULL
NE,Omaha,Omaha School of Massage and Healthcare of Herzing University,NULL,NULL,1,NULL,23139.5,0,26322
NE,Omaha,Xenon International Academy-Omaha,NULL,NULL,NULL,NULL,12000,0,NULL
NJ,Brick,Capri Institute of Hair Design-Brick,NULL,NULL,NULL,NULL,6333,0,NULL
NJ,Kenilworth,Capri Institute of Hair Design-Kenilworth,NULL,NULL,NULL,NULL,6333,0,NULL
NJ,Paramus,Capri Institute of Hair Design-Paramus,NULL,NULL,NULL,NULL,6333,0,NULL
NY,Albany,Orlo School of Hair Design and Cosmetology,NULL,NULL,NULL,NULL,5500,0,NULL
OH,Groveport,Eastland-Fairfield Career and Technical Schools,NULL,NULL,NULL,NULL,7071,0,NULL
OH,Cincinnati,Empire Beauty School-Cincinnati,NULL,NULL,NULL,NULL,12681,0,NULL
OH,Canfield,Mahoning County Career and Technical Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Chillicothe,Pickaway Ross Joint Vocational School District,NULL,NULL,NULL,NULL,8188,0,NULL
OH,Shelby,Pioneer Career and Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Boardman,Raphael's School of Beauty Culture Inc-Boardman,NULL,NULL,NULL,NULL,7500,0,NULL
OH,Lucasville,Scioto County Career Technical Center,NULL,NULL,NULL,NULL,6333,0,NULL
OH,Warren,Trumbull Career & Technical Center,NULL,NULL,NULL,NULL,7600,0,NULL
OK,Fairview,Northwest Technology Center-Fairview,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Erie,Lake Erie College of Osteopathic Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
TX,Harlingen,UCAS University of Cosmetology Arts & Sciences-Harlingen,NULL,NULL,NULL,NULL,5343,0,NULL
WA,Federal Way,Gene Juarez Academy of Beauty-Federal Way,NULL,NULL,NULL,NULL,10555,0,NULL
WI,Ashwaubenon,Empire Beauty School-Green Bay,NULL,NULL,NULL,NULL,11522,0,NULL
OH,Lebanon,Warren County Career Center,NULL,NULL,NULL,NULL,6286,0,NULL
IN,Fort Wayne,Brown Mackie College-Fort Wayne,NULL,NULL,NULL,NULL,22999,0,NULL
KS,Wichita,Paul Mitchell the School-Wichita,NULL,NULL,NULL,NULL,12500,0,NULL
NC,Mooresville,Pinnacle Institute of Cosmetology,NULL,NULL,NULL,NULL,12500,0,NULL
PA,Monroeville,Career Training Academy-Monroeville,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Pharr,Southern Careers Institute-Pharr,NULL,NULL,NULL,NULL,9193,0,NULL
PA,MEADVILLE,Laurel Technical Institute,NULL,NULL,1,NULL,12800,0,13663
FL,Hialeah,Florida National University-Main Campus,NULL,NULL,NULL,NULL,22292,0,26114
GA,Athens,Georgia Institute of Cosmetology,NULL,NULL,NULL,NULL,14690.5,0,NULL
FL,Miami,Nouvelle Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Joplin,Franklin Technology-MSSU,NULL,NULL,NULL,NULL,9500,0,NULL
PR,Bayamon,Professional Technical Institution Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Chicago,Erikson Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
TX,McAllen,South Texas College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0077,6719
OH,Oberlin,Lorain County Joint Vocational School District,NULL,NULL,NULL,NULL,4000,0,NULL
RI,Bristol,Roger Williams University School of Law,NULL,NULL,NULL,NULL,26000,0,NULL
CA,Seaside,California State University-Monterey Bay,NULL,NULL,0.3524,NULL,13750,0.0214,19754
GA,Atlanta,Brown Mackie College-Atlanta,NULL,NULL,NULL,NULL,22999,0,NULL
NY,Rochester,Bryant & Stratton College-Henrietta,NULL,NULL,NULL,NULL,23054.5,0,22793
CA,North Hollywood,Argosy University-The Art Institute of California-Hollywood,NULL,NULL,NULL,NULL,30481,0,34598
OH,Valley View,Ohio Media School-Valley View,NULL,NULL,NULL,NULL,9500,0,NULL
MA,Tewksbury,EINE Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Los Angeles,Marian Health Careers Center-Los Angeles Campus,NULL,NULL,NULL,NULL,16206.5,0,NULL
OH,Euclid,Cleveland Clinic Health System-School of Diagnostic Imaging,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Akron,National Institute of Massotherapy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,West Palm Beach,Academy for Nursing and Health Occupations,NULL,NULL,NULL,NULL,14853,0,NULL
MA,Billerica,Shawsheen Valley School of Practical Nursing,NULL,NULL,NULL,NULL,9500,0,NULL
NY,Rochester,Shear Ego International School of Hair Design,NULL,NULL,NULL,NULL,6333,0,NULL
TN,Memphis,Remington College-Memphis Campus,NULL,NULL,NULL,NULL,14119,0,23682
WV,Oak Hill,Fayette Institute of Technology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WA,Yakima,Professional Beauty School,NULL,NULL,NULL,NULL,5052,0,NULL
MN,Minneapolis,Capella University,NULL,NULL,NULL,NULL,26991,0,19062
WI,Keshena,College of Menominee Nation,NULL,NULL,NULL,NULL,PrivacySuppressed,0,14343
MN,Cass Lake,Leech Lake Tribal College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,18365
CA,Inglewood,Spartan College of Aeronautics & Technology,NULL,NULL,NULL,NULL,22977,0,NULL
CT,Waterbury,Stone Academy-Waterbury,NULL,NULL,NULL,NULL,13222.5,0,NULL
CA,West Covina,East San Gabriel Valley Regional Occupational Program,NULL,NULL,NULL,NULL,1262,0,NULL
OK,Yukon,Yukon Beauty College Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
GA,Morrow,United Education Institute-Morrow,NULL,NULL,NULL,NULL,9500,0,NULL
GA,Marietta,Toni & Guy Hairdressing Academy-Atlanta,NULL,NULL,NULL,NULL,10840,0,NULL
NC,Raleigh,Mitchell's Hair Styling Academy-Raleigh,NULL,NULL,NULL,NULL,5500,0,NULL
MI,Coldwater,Salon Academy,NULL,NULL,NULL,NULL,9833,0,NULL
NJ,Morris Plains,Artistic Academy of Hair Design,NULL,NULL,NULL,NULL,5500,0,NULL
MA,Seekonk,Motoring Technical Training Institute,NULL,NULL,0.9364,NULL,8550,0,NULL
OR,Newport,Phagans Newport Academy of Cosmetology Careers,NULL,NULL,NULL,NULL,8973.5,0,NULL
PR,Caguas,Mech-Tech College,NULL,NULL,NULL,NULL,3027,0,16465
TX,Austin,Baldwin Beauty School-North Austin,NULL,NULL,NULL,NULL,6691,0,NULL
PA,Philadelphia,Jean Madeline Aveda Institute,NULL,NULL,NULL,NULL,9515,0,NULL
NY,New York,Pacific College of Oriental Medicine-New York,NULL,NULL,NULL,NULL,14410.5,0,32339
FL,North Miami,Johnson & Wales University-North Miami,NULL,NULL,0.8147,NULL,25899,0,41119
IN,Indianapolis,Tricoci University of Beauty Culture-Indianapolis,NULL,NULL,NULL,NULL,7307,0,NULL
IN,Fort Wayne,Trine University-Regional/Non-Traditional Campuses,NULL,NULL,NULL,NULL,25000,0,26420
PA,Johnstown,Pennsylvania Highlands Community College,NULL,NULL,NULL,NULL,8313,0,9561
NV,Las Vegas,Nevada Career Institute,NULL,NULL,NULL,NULL,9500,0,NULL
OK,Tulsa,Phillips Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
PA,Hanover,Empire Beauty School-Hanover,NULL,NULL,NULL,NULL,12241,0,NULL
CT,Waterbury,Industrial Management Training Institute,NULL,NULL,NULL,NULL,7737,0,NULL
TX,Nederland,Faris Technical Institute Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Jamaica,Allen School-Jamaica,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Irwindale,Premiere Career College,NULL,NULL,NULL,NULL,12475,0,NULL
TN,Memphis,Tennessee Academy of Cosmetology-Stage Road,NULL,NULL,NULL,NULL,7917,0,NULL
TX,Houston,The University of Texas MD Anderson Cancer Center,NULL,NULL,NULL,NULL,12500,0,NULL
AL,Madison,Paul Mitchell the School-Huntsville,NULL,NULL,NULL,NULL,9833,0,NULL
CA,Visalia,Estes Institute of Cosmetology Arts and Science,NULL,NULL,NULL,NULL,6761,0,NULL
CA,Baldwin Park,Baldwin Park Adult & Community Education,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Ventura,Ventura Adult and Continuing Education,NULL,NULL,NULL,NULL,5259,0,NULL
CT,Hartford,Albert I Prince Technical High School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Bridgeport,Bullard-Havens Technical High School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Hartford,Howell Cheney THS/CT Aero Tech School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Waterbury,W F Kaynor Technical High School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Milford,Platt Technical High School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,7010
FL,Miami,College of Business and Technology-Main Campus,NULL,NULL,NULL,NULL,8824,0,NULL
FL,Altamonte Springs,City College-Altamonte Springs,NULL,NULL,NULL,NULL,26847,0,25899
GA,Dunwoody,Empire Beauty School-Dunwoody,NULL,NULL,NULL,NULL,11526,0,NULL
GA,Kennesaw,Cobb Beauty College Inc,NULL,NULL,NULL,NULL,13833,0,NULL
IL,Red Bud,Career Center of Southern Illinois,NULL,NULL,0.5556,NULL,13422,0,NULL
KS,Wichita,Crave Beauty Academy,NULL,NULL,NULL,NULL,9500,0,NULL
LA,Baton Rouge,Camelot College,NULL,NULL,NULL,NULL,9500,0,NULL
MN,Hastings,Hastings Beauty School,NULL,NULL,NULL,NULL,10180,0,NULL
MO,Kirksville,Kirksville Area Technical Center,NULL,NULL,0.8571,NULL,PrivacySuppressed,0,NULL
MO,West Plains,South Central Career Center,NULL,NULL,NULL,NULL,6802,0,NULL
MO,Marshall,Saline County Career Center,NULL,NULL,0.625,NULL,PrivacySuppressed,0,NULL
MO,Warrensburg,Warrensburg Area Career Center,NULL,NULL,0.4643,NULL,9500,0,NULL
MO,Nevada,Nevada Regional Technical Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Harrisonville,Cass Career Center,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
MO,Sunset Hills,Applied Technology Services,NULL,NULL,0.8333,NULL,14750,0,NULL
MO,Saint Robert,Central College of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Cape Girardeau,Southeast Missouri Hospital College of Nursing and Health Sciences,NULL,NULL,0.381,NULL,18750,0,NULL
TX,Euless,Messenger College,NULL,NULL,0.9048,NULL,PrivacySuppressed,0,21997
TN,Memphis,Tennessee Academy of Cosmetology-Shelby Drive,NULL,NULL,NULL,NULL,7917,0,NULL
NC,Durham,Durham Beauty Academy,NULL,NULL,NULL,NULL,15019.5,0,NULL
NJ,Scotch Plains,Union County Vocational Technical School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Philadelphia,Prism Career Institute-Philadelphia,NULL,NULL,0.3869,NULL,17030,0,NULL
NY,Plattsburgh,Clinton Essex Warren Washington BOCES,NULL,NULL,0.3452,NULL,7377,0,NULL
NY,Watertown,Jefferson Lewis BOCES-Practical Nursing Program,NULL,NULL,0.7037,NULL,7250,0,19458
NY,Hicksville,Veeb Nassau County School of Practical Nursing,NULL,NULL,1,NULL,9500,0,32651
NY,Olean,Cattaraugus Allegany BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,13354,0,NULL
NY,Goshen,Orange Ulster BOCES-Practical Nursing Program,NULL,NULL,1,NULL,11880,0,NULL
NY,Newark,Wayne Finger Lakes BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,12125,0,NULL
NY,Binghamton,Broome Delaware Tioga BOCES-Practical Nursing Program,NULL,NULL,0.8,NULL,9500,0,NULL
NY,Hudson Falls,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NULL,NULL,0.5424,NULL,PrivacySuppressed,0,NULL
NY,Albany,Albany BOCES-Adult Practical Nursing Program,NULL,NULL,NULL,NULL,9500,0,NULL
NY,Lake Katrine,Ulster BOCES School of Practical Nursing,NULL,NULL,0.791,NULL,9500,0,NULL
NY,Brentwood,Eastern Suffolk BOCES,NULL,NULL,0.7931,NULL,8627,0,NULL
NY,West Nyack,Rockland County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,6800,0,NULL
NY,Syosset,New York College of Health Professions,NULL,NULL,NULL,NULL,27000,0,27946
NY,Brooklyn,Charles Stuart School of Diamond Setting,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Perrysburg,Penta County Joint Vocational School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Newark,Career and Technology Education Centers of Licking County,NULL,NULL,NULL,NULL,6021,0,NULL
OH,Eastlake,Willoughby-Eastlake School of Practical Nursing,NULL,NULL,NULL,NULL,9500,0,17700
OH,Marietta,Washington County Career Center-Adult Technical Training,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Cincinnati,Ohio Media School-Cincinnati,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Van Wert,Ohio Technical Center at Vantage Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Muskogee,Indian Capital Technology Center-Muskogee,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Burns Flat,Western Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Wayne,Mid-America Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Pryor,Northeast Technology Center-Pryor,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Choctaw,Eastern Oklahoma County Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Wetumka,Wes Watkins Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,York,York County School of Technology-Adult & Continuing Education,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Downingtown,Chester County Intermediate Unit,NULL,NULL,0.878,NULL,18075,0,NULL
PA,Reynoldsville,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
PA,Johnstown,Greater Johnstown Career and Technology Center,NULL,NULL,NULL,NULL,8500,0,NULL
PA,Lewistown,Mifflin County Academy of Science and Technology,NULL,NULL,0.7879,NULL,12363,0,NULL
PA,Ford City,Lenape Technical School Practical Nursing Program,NULL,NULL,NULL,NULL,16294.5,0,NULL
PA,Oil City,Venango County Area Vocational Technical School,NULL,NULL,0.6154,NULL,14013.5,0,NULL
PA,Willow Street,Lancaster County Career and Technology Center,NULL,NULL,NULL,NULL,13123,0,NULL
PA,Lebanon,Lebanon County Area Vocational Technical School,NULL,NULL,NULL,NULL,15485,0,NULL
PA,Indiana,Indiana County Technology Center,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Towanda,Northern Tier Career Center,NULL,NULL,0.5455,NULL,14750,0,NULL
PA,Shippenville,Clarion County Career Center Practical Nursing Program,NULL,NULL,0.7222,NULL,PrivacySuppressed,0,NULL
PA,Hazle TWP.,Hazleton Area Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,West Mifflin,All-State Career School-Pittsburgh,NULL,NULL,NULL,NULL,6333,0,NULL
PR,Aguada,Colegio Tecnologico y Comercial de Puerto Rico,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PR,Bayamon,Quality Technical and Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PR,Barranquitas,D'Mart Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
