STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
PR,Aguadilla,Automeca Technical College-Aguadilla,NULL,NULL,NULL,NULL,2800,0,11455
TN,Cookeville,Fortis Institute-Cookeville,NULL,NULL,NULL,NULL,9354,0,28521
TN,Clarksville,North Central Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,El Paso,Pipo Academy of Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Grand Prairie,Tint School of Makeup and Cosmetology-Dallas,NULL,NULL,NULL,NULL,5763,0,NULL
WV,Clarksburg,United Technical Center,NULL,NULL,0.8571,NULL,PrivacySuppressed,0,9625
MA,North Adams,Charles H McCann Technical School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MA,Brockton,Ailano School of Cosmetology,NULL,NULL,NULL,NULL,8500,0,NULL
AZ,Phoenix,Carsten Institute of Cosmetology,NULL,NULL,NULL,NULL,9500,0,NULL
CA,San Luis Obispo,Central California School of Continuing Education,NULL,NULL,NULL,NULL,5468,0,26485
FL,Miami,Mercy Hospital School of Practical Nursing-Plantation General Hospital,NULL,NULL,0.5,NULL,PrivacySuppressed,0,NULL
FL,Ocala,Marion Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
GA,Columbus,Rivertown School of Beauty Barber Skin Care and Nails,NULL,NULL,NULL,NULL,6805,0,NULL
GA,Duluth,Atlanta Institute of Music and Media,NULL,NULL,0.8438,NULL,9134.5,0,NULL
IL,Lombard,Illinois Media School,NULL,NULL,NULL,NULL,9500,0,NULL
MO,Saint Louis,St Louis Hair Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Joplin,New Dimensions School of Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Glens Falls,Adirondack Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Monroeville,Forbes Road Career and Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Philadelphia,Jna Institute of Culinary Arts,NULL,NULL,NULL,NULL,6992,0,21796
WA,Seattle,Cortiva Institute-Seattle,NULL,NULL,NULL,NULL,7917,0,NULL
WV,Eleanor,Putnam Career and Technical Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
VA,Arlington,Argosy University-Northern Virginia,NULL,NULL,NULL,NULL,30481,0,NULL
PA,Meadville,Crawford County Career and Technical Center Practical Nursing Program,NULL,NULL,NULL,NULL,16493,0,NULL
TX,San Angelo,Texas College of Cosmetology-San Angelo,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Hialeah,Beauty Schools of America-Hialeah,NULL,NULL,NULL,NULL,9500,0,NULL
PR,Bayamon,Automeca Technical College-Bayamon,NULL,NULL,NULL,NULL,2800,0,11292
PR,Caguas,Automeca Technical College-Caguas,NULL,NULL,NULL,NULL,2800,0,11319
PR,Ponce,Automeca Technical College-Ponce,NULL,NULL,NULL,NULL,2800,0,11861
FL,Melbourne,Everest University-Melbourne,NULL,NULL,NULL,NULL,20954,0,25417
VA,Chesapeake,Centura College-Chesapeake,NULL,NULL,NULL,NULL,20000,0,31095
HI,Honolulu,University of Phoenix-Hawaii,NULL,NULL,NULL,NULL,31977,0,23805
FL,Miami,Florida College of Natural Health-Miami,NULL,NULL,NULL,NULL,7917,0,NULL
NJ,Cherry Hill,Prism Career Institute-Cherry Hill,NULL,NULL,0.474,NULL,17030,0,NULL
AZ,Tempe,Southwest College of Naturopathic Medicine & Health Sciences,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
PR,Isabela,Escuela de Peritos Electricistas de Isabela Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
AL,Birmingham,Virginia College-Birmingham,NULL,NULL,NULL,NULL,16710,0,21547
AL,Huntsville,Virginia College-Huntsville,NULL,NULL,NULL,NULL,16710,0,22208
NY,Monsey,Yeshiva D'monsey Rabbinical College,NULL,NULL,0.2167,NULL,PrivacySuppressed,0,16601
NJ,Mahwah,Lincoln Technical Institute-Mahwah,NULL,NULL,NULL,NULL,12000,0,NULL
DC,Washington,Career Technical Institute,NULL,NULL,NULL,NULL,7652,0,NULL
TX,San Antonio,Northwest Vista College,NULL,NULL,NULL,NULL,8715,0.0024,12221
GA,Sandersville,Oconee Fall Line Technical College,NULL,NULL,NULL,NULL,5621,0,7367
ME,Wells,York County Community College,NULL,NULL,NULL,NULL,7500,0,13089
OK,Afton,Northeast Technology Center-Afton,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Northport,Western Suffolk BOCES,NULL,NULL,NULL,NULL,10749,0,NULL
GA,Atlanta,Sanford-Brown College-Atlanta,NULL,NULL,NULL,NULL,9500,0,NULL
AR,Mountain Home,Arkansas State University-Mountain Home,NULL,NULL,NULL,NULL,5141,0,14135
OR,The Dalles,Columbia Gorge Community College,NULL,NULL,NULL,NULL,11650,0,13942
AZ,Mesa,Arizona State University-Polytechnic,523,490,0.7609,1139,20000,0,22947
CA,Santa Ana,Colleen O'Haras Beauty Academy,NULL,NULL,NULL,NULL,6333,0,NULL
TX,Dallas,Bakke Graduate University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
OR,Tillamook,Tillamook Bay Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,12864
IL,Schaumburg,Argosy University-Schaumburg,NULL,NULL,NULL,NULL,30481,0,NULL
NY,Brooklyn,Manhattan School of Computer Technology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Sallisaw,Indian Capital Technology Center-Sallisaw,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Stilwell,Indian Capital Technology Center-Stilwell,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
UT,Saint George,Hairitage Hair Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,Houghton Lake,Houghton Lake Institute of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
AZ,Glendale,Arizona College-Glendale,NULL,NULL,NULL,NULL,9500,0,27181
OH,Fremont,Vanguard-Sentinel Adult Career and Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Raymore,House of Heavilin Beauty College-Raymore,NULL,NULL,NULL,NULL,10250,0,NULL
NC,Raleigh,Living Arts College,NULL,NULL,0.8802,NULL,13805,0,28439
NY,New York,New York Conservatory for Dramatic Arts,NULL,NULL,0.9429,NULL,12000,0,51556
NJ,Jersey City,Eastern International College-Jersey City,NULL,NULL,NULL,NULL,24474.5,0,24513
PR,Ponce,Academia Serrant Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Palm Springs,Champion Institute of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Costa Mesa,Pacific College,NULL,NULL,NULL,NULL,20000,0,NULL
CA,Riverside,American College of Healthcare,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Hialeah,Compu-Med Vocational Careers Corp,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PR,Manati,Advantage Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
AZ,Glendale,Midwestern University-Glendale,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
OR,Newport,Oregon Coast Community College,NULL,NULL,NULL,NULL,15412,0,13985
CA,Pasadena,Le Cordon Bleu College of Culinary Arts-Pasadena,NULL,NULL,NULL,NULL,19783,0,NULL
GA,Sandy Springs,Gwinnett College-Sandy Springs,NULL,NULL,NULL,NULL,9500,0,NULL
MA,Brockton,Lincoln Technical Institute-Brockton,NULL,NULL,NULL,NULL,10572,0,NULL
MA,Pittsfield,Mildred Elley-Pittsfield Campus,NULL,NULL,NULL,NULL,19375,0,24111
FL,Daytona Beach,Embry-Riddle Aeronautical University-Worldwide,NULL,NULL,0.6275,NULL,24250,0,22416
NY,Brooklyn,Merkaz Bnos-Business School,NULL,NULL,0.9111,NULL,PrivacySuppressed,0,NULL
NY,New York,Lia Schorr Institute of Cosmetic Skin Care Training,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
VA,Alexandria,CET-Alexandria,NULL,NULL,NULL,NULL,6143,0,NULL
NC,Durham,CET-Durham,NULL,NULL,NULL,NULL,6143,0,NULL
VA,Chesapeake,Aviation Institute of Maintenance-Chesapeake,NULL,NULL,NULL,NULL,20000,0,30986
VA,Richmond,Centura College-Richmond Main,NULL,NULL,NULL,NULL,16000,0,29066
FL,Kissimmee,Technical Education Center-Osceola,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Miami,Miami Ad School-Wynwood,NULL,NULL,NULL,NULL,22125,0,NULL
OK,Okmulgee,Green Country Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PR,Bayamon,Nova College de Puerto Rico,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TN,Selmer,Styles and Profiles Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Long Beach,John Wesley International Barber and Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OK,Lawton,Platt College-Lawton,NULL,NULL,NULL,NULL,11332,0,NULL
FL,West Palm Beach,Southeastern College-West Palm Beach,NULL,NULL,NULL,NULL,14440,0,33206
WI,Brookfield,Ottawa University-Milwaukee,NULL,NULL,NULL,NULL,21257,0,NULL
FL,Tampa,Argosy University-Tampa,NULL,NULL,NULL,NULL,30481,0,NULL
IL,Schaumburg,The Illinois Institute of Art-Schaumburg,NULL,NULL,NULL,NULL,31000,0,27753
OR,Klamath Falls,Klamath Community College,NULL,NULL,NULL,NULL,15456,0,11654
AZ,Phoenix,The Art Institute of Phoenix,NULL,NULL,NULL,NULL,22999,0,28162
FL,Sanford,L3 Commercial Training Solutions Airline Academy,NULL,NULL,NULL,NULL,4034,0,NULL
TX,Houston,American College of Acupuncture and Oriental Med,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
TX,Austin,AOMA Graduate School of Integrative Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
MA,Boston,Urban College of Boston,NULL,NULL,NULL,NULL,PrivacySuppressed,0,17774
CT,Windsor,Branford Hall Career Institute-Windsor Campus,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Apopka,Golf Academy of America-Orlando,NULL,NULL,NULL,NULL,16710,0,25036
AZ,Chandler,Golf Academy of America-Phoenix,NULL,NULL,NULL,NULL,16710,0,26900
MD,Suitland,Strayer University-Maryland,NULL,NULL,NULL,NULL,34239.5,0,29544
NJ,Bordentown,Empire Beauty School-Bordentown,NULL,NULL,NULL,NULL,12241,0,NULL
PA,Monroeville,Empire Beauty School-Monroeville,NULL,NULL,NULL,NULL,11766,0,NULL
TX,San Antonio,Southern Careers Institute-San Antonio,NULL,NULL,NULL,NULL,9193,0,NULL
VA,Charlottesville,Virginia School of Massage,NULL,NULL,NULL,NULL,7600,0,NULL
VA,Virginia Beach,Cayce/Reilly School of Massage,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Sacramento,CET-Sacramento,NULL,NULL,NULL,NULL,6143,0,NULL
NJ,West  Atlantic City,Prism Career Institute-West Atlantic City,NULL,NULL,0.7195,NULL,17030,0,NULL
GA,Marietta,Everest Institute-Marietta,NULL,NULL,NULL,NULL,8826.5,0,NULL
NE,Omaha,The Creative Center,NULL,NULL,0.74,NULL,PrivacySuppressed,0,40524
NY,New York,Studio Jewelers,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Miami,Praxis Institute,NULL,NULL,NULL,NULL,9312.5,0,NULL
PR,Caguas,San Juan Bautista School of Medicine,NULL,NULL,0.3,NULL,PrivacySuppressed,0,15228
TX,Austin,Texas Health and Science University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WV,Charleston,Carver Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NH,Manchester,New Hampshire Institute of Art,NULL,NULL,0.4456,NULL,PrivacySuppressed,0,39880
NY,Auburn,Cayuga Onondaga BOCES-Practical Nursing Program,NULL,NULL,0.4024,NULL,PrivacySuppressed,0,20346
PA,Clearfield,Clearfield County Career and Technology Center,NULL,NULL,NULL,NULL,10750,0,NULL
PR,Bayamon,Colegio de Cinematografia Artes y Television,NULL,NULL,NULL,NULL,PrivacySuppressed,0,8256
PA,Broomall,Delaware County Technical School-Practical Nursing Program,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
OK,Midwest City,Mid-Del Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Williamsville,New York Institute of Massage Inc,NULL,NULL,NULL,NULL,11379,0,NULL
MA,Ludlow,Jolie Hair and Beauty Academy-Ludlow,NULL,NULL,NULL,NULL,6860,0,NULL
NY,Poughkeepsie,Dutchess BOCES-Practical Nursing Program,NULL,NULL,0.7671,NULL,9500,0,NULL
PR,Ponce,Escuela Tecnica de Electricidad,NULL,NULL,NULL,NULL,PrivacySuppressed,0,12098
CA,Clovis,Institute of Technology,NULL,NULL,NULL,NULL,9500,0,NULL
WV,Charleston,Garnet Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Bristol,Bristol Technical Education Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Batavia,Genesee Valley BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,13000,0,NULL
NY,Johnstown,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
VA,Henrico,Henrico County-Saint Marys Hospital School of Practical Nursing,NULL,NULL,0.6531,NULL,11250,0,NULL
NY,Ilion,Herkimer County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Garland,International Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PR,Hato Rey,Dewey University-Hato Rey,NULL,NULL,NULL,NULL,4140,0,10578
FL,Cape Coral,Cape Coral Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MA,Boston,Massachusetts General Hospital Dietetic Internship,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
PA,Pittsburgh,Mercy Hospital School of Nursing,480,480,0.9375,1005,12000,0,29912
MO,Platte City,Northland Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Norwich,Norwich Technical High School/Adult Licensed Practical Nurse Program,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NJ,Toms River,Ocean County Vocational-Technical School,NULL,NULL,NULL,NULL,5500,0,NULL
NY,Yorktown Heights,Putnam Westchester BOCES-Practical Nursing Program,NULL,NULL,0.4217,NULL,PrivacySuppressed,0,NULL
TX,San Antonio,Brightwood College-San Antonio-Ingram,NULL,NULL,NULL,NULL,9113,0,NULL
PR,Ponce,Trinity College of Puerto Rico,NULL,NULL,NULL,NULL,PrivacySuppressed,0,11392
CA,Huntington Park,Virginia Sewing Machines and School Center,NULL,NULL,NULL,NULL,7503,0,NULL
GA,Hiram,Vogue Beauty and Barber School,NULL,NULL,NULL,NULL,16500,0,NULL
NY,Riverdale,Yeshiva of the Telshe Alumni,NULL,NULL,0.8205,NULL,PrivacySuppressed,0,18500
OK,Kansas,Northeast Technology Center-Kansas,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
SC,Rock Hill,Kenneth Shuler School of Cosmetology-Rock Hill,NULL,NULL,NULL,NULL,10393.5,0,NULL
WA,Tukwila,University of Phoenix-Washington,NULL,NULL,NULL,NULL,31977,0,NULL
OR,Tigard,University of Phoenix-Oregon,NULL,NULL,NULL,NULL,31977,0,NULL
TX,El Paso,CET-El Paso,NULL,NULL,NULL,NULL,6143,0,NULL
CA,Riverside,Brightwood College-Riverside,NULL,NULL,NULL,NULL,9414,0,NULL
VA,Grundy,Appalachian School of Law,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
NY,Purchase,LIU Hudson at Westchester,NULL,NULL,NULL,NULL,25000,NULL,NULL
CA,Ontario,Platt College-Ontario,NULL,NULL,NULL,NULL,20563,0,26635
DE,Wilmington,Delaware College of Art and Design,NULL,NULL,0.8113,NULL,12000,0,40499
CA,Santa Monica,Argosy University-The Art Institute of California-Los Angeles,NULL,NULL,NULL,NULL,30481,0,NULL
CA,Signal Hill,American University of Health Sciences,NULL,NULL,1,NULL,37582,0,28531
CA,Orange,Career Networks Institute,NULL,NULL,NULL,NULL,17200,0,NULL
MA,Fitchburg,Monty Tech,NULL,NULL,0.9783,NULL,PrivacySuppressed,0,NULL
FL,Fort Walton Beach,Okaloosa Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
RI,Lincoln,Lincoln Technical Institute-Lincoln,NULL,NULL,NULL,NULL,10572,0,NULL
OH,Smithville,Wayne County Schools Career Center,NULL,NULL,NULL,NULL,7342,0,NULL
IL,Quincy,Blessing Hospital School of Medical Laboratory Technology,NULL,NULL,NULL,NULL,15000,0,NULL
NC,Charlotte,Carolinas College of Health Sciences,NULL,NULL,0.3095,NULL,10625,0,30370
UT,Salt Lake City,Western Governors University,NULL,NULL,NULL,NULL,10846,0,13270
CA,Ventura,Santa Barbara Business College-Ventura,NULL,NULL,NULL,NULL,21494,0,22269
FL,Miami Gardens,Sullivan and Cogliano Training Center,NULL,NULL,NULL,NULL,7651.5,0,NULL
LA,Kenner,Herzing University-Kenner,NULL,NULL,0.9756,NULL,23139.5,0,27179
KY,Lexington,Spencerian College-Lexington,NULL,NULL,NULL,NULL,18344.5,0,26837
FL,Fort Myers,Florida Gulf Coast University,490,500,0.5615,1090,19828.5,0.0077,18841
ME,Sanford,Seacoast Career Schools-Sanford Campus,NULL,NULL,NULL,NULL,8129,0,NULL
NE,Winnebago,Little Priest Tribal College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,11246
LA,Lafayette,South Louisiana Community College,NULL,NULL,NULL,NULL,5500,0,12992
CA,Chula Vista,Pima Medical Institute-Chula Vista,NULL,NULL,NULL,NULL,8708,0,NULL
GA,Marietta,Lincoln College of Technology-Marietta,NULL,NULL,NULL,NULL,10572,0,NULL
TX,Lufkin,Academy of Hair Design-Lufkin,NULL,NULL,NULL,NULL,13250,0,NULL
TX,Beaumont,Academy of Hair Design-Beaumont,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NC,Wadesboro,Anson College of Cosmetology,NULL,NULL,NULL,NULL,NULL,0,NULL
MD,Linthicum,Baltimore School of Massage-Linthicum,NULL,NULL,NULL,NULL,7917,0,NULL
MA,Worcester,Toni & Guy Hairdressing Academy-Worcester,NULL,NULL,NULL,NULL,6222,0,NULL
WA,Spokane,Northwest HVAC/R Training Center,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Philadelphia,L T International Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NE,Lincoln,Myotherapy Institute,NULL,NULL,NULL,NULL,12697.5,0,28288
FL,Orlando,Florida College of Integrative Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
FL,Miami,New Professions Technical Institute,NULL,NULL,NULL,NULL,7870,0,NULL
SC,Myrtle Beach,Strand College of Hair Design,NULL,NULL,NULL,NULL,7333,0,NULL
CT,Southington,Branford Hall Career Institute-Southington Campus,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Miami,City College-Miami,NULL,NULL,NULL,NULL,28142.5,0,24603
AK,Barrow,Ilisagvik College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,14656
MD,Baltimore,Community College of Baltimore County,NULL,NULL,NULL,NULL,11400,0,12843
SC,Myrtle Beach,Golf Academy of America-Myrtle Beach,NULL,NULL,NULL,NULL,16710,0,26900
FL,Jacksonville,Florida Coastal School of Law,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
MN,Mahnomen,White Earth Tribal and Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,13777
SC,Charlston,Centura College-North Charleston,NULL,NULL,NULL,NULL,9500,0,30743
LA,Metairie,Blue Cliff College-Metairie,NULL,NULL,NULL,NULL,9855,0,NULL
OH,Dayton,Creative Images Institute of Cosmetology-North Dayton,NULL,NULL,NULL,NULL,9572,0,NULL
PR,Carolina,Dewey University-Carolina,NULL,NULL,NULL,NULL,4140,0,11051
MD,Silver  Spring,Yeshiva College of the Nations Capital,NULL,NULL,NULL,NULL,PrivacySuppressed,0,19500
MD,Columbia,University of Phoenix-Maryland,NULL,NULL,NULL,NULL,31977,0,NULL
LA,Shreveport,Louisiana State University Health Sciences Center-Shreveport,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NJ,South Plainfield,Central Career Institute LLC,NULL,NULL,NULL,NULL,8285,0,NULL
NY,Brooklyn,Franklin Career Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WI,Milwaukee,Montessori Institute of Milwaukee,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
MD,Hillcrest Heights,Hair Academy II,NULL,NULL,NULL,NULL,9500,0,NULL
OK,Pryor,Pryor Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
AZ,Phoenix,Argosy University-Phoenix,NULL,NULL,NULL,NULL,30481,0,24147
ID,Lewiston,Mr Leon's School of Hair Design-Lewiston,NULL,NULL,NULL,NULL,16000,0,NULL
MO,Saint Joseph,Vatterott College-St Joseph,NULL,NULL,NULL,NULL,20000,0,24377
MO,Sunset Hills,Vatterott College-Sunset Hills,NULL,NULL,NULL,NULL,22900,0,24040
CO,Boulder,Southwest Acupuncture College-Boulder,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
UT,Orem,Utah College of Massage Therapy-Utah Valley,NULL,NULL,NULL,NULL,7917,0,NULL
LA,Gonzales,River Parishes Community College,NULL,NULL,NULL,NULL,11500,0,12512
CA,Hollywood,Los Angeles Film School,NULL,NULL,NULL,NULL,21639,0,NULL
CA,Orange,Argosy University-Orange County,NULL,NULL,NULL,NULL,30481,0,26160
PR,Bayamon,Dewey University-Bayamon,NULL,NULL,NULL,NULL,4140,0,10409
MN,Bloomington,National American University-Bloomington,NULL,NULL,NULL,NULL,30223,0,NULL
PR,San Juan,Century College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,10775
MA,Norwood,FINE Mortuary College,NULL,NULL,NULL,NULL,31650,0,40993
AZ,Chandler,International Baptist College and Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,0,24445
NC,Raleigh,Gwinnett College,NULL,NULL,NULL,NULL,12191,0,NULL
AL,Foley,Fortis College-Foley,NULL,NULL,NULL,NULL,9500,0,NULL
LA,Baton Rouge,Medical Training College,NULL,NULL,NULL,NULL,5167,0,NULL
TX,Plano,Toni & Guy Hairdressing Academy-Plano,NULL,NULL,NULL,NULL,14500,0,NULL
CT,Waterbury,University of Connecticut-Waterbury Campus,440,430,0.5821,994,21500,0.0193,15310
CT,Groton,University of Connecticut-Avery Point,450,440,0.624,1014,21500,0.0193,15225
CT,Stamford,University of Connecticut-Stamford,440,430,0.5738,1013,21500,0.0193,15086
OK,Warr Acres,Vatterott College-Oklahoma City,NULL,NULL,NULL,NULL,20000,0,23424
VA,Arlington,University of Management and Technology,NULL,NULL,NULL,NULL,11512.5,0,NULL
LA,Baton Rouge,Baton Rouge Community College,NULL,NULL,NULL,NULL,10500,0,13357
RI,Newport,International Yacht Restoration School,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
OR,Portland,Linfield College-School of Nursing,NULL,NULL,NULL,NULL,25000,0,NULL
IL,Springfield,Midwest Technical Institute-Springfield,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Weslaco,Advanced Barber College and Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Austin,The College of Health Care Professions-Austin,NULL,NULL,NULL,NULL,9500,0,NULL
PR,Rio Grande,Monteclaro Escuela de Hoteleria y Artes Culinarias,NULL,NULL,0.7778,NULL,PrivacySuppressed,0,NULL
TX,Dallas,Dallas Nursing Institute,NULL,NULL,0.1113,NULL,19125,0,NULL
CA,Temecula,Professional Golfers Career College,NULL,NULL,NULL,NULL,12000,0,29474
VA,CHESTER,Chester Career College,NULL,NULL,NULL,NULL,18838,0,NULL
TX,San Antonio,Milan Institute-San Antonio Ingram,NULL,NULL,NULL,NULL,8971,0,NULL
IN,Fort Wayne,Rudae's School of Beauty Culture-Ft Wayne,NULL,NULL,NULL,NULL,9500,0,NULL
CA,San Jose,Carrington College-San Jose,NULL,NULL,0.3513,NULL,12125,0,NULL
UT,Murray,Stevens-Henager College,NULL,NULL,NULL,NULL,27139,0,31295
AZ,Tucson,Brookline College-Tucson,NULL,NULL,NULL,NULL,9500,0,NULL
PA,Pottsville,McCann School of Business & Technology,NULL,NULL,NULL,NULL,24549.5,0,23161
PA,Lewisburg,McCann School of Business & Technology,NULL,NULL,NULL,NULL,24549.5,0,22647
CA,Pleasant Hill,Carrington College-Pleasant Hill,NULL,NULL,0.7917,NULL,12125,0,NULL
NY,Poughkeepsie,Ridley-Lowell Business & Technical Institute-Poughkeepsie,NULL,NULL,NULL,NULL,10403.5,0,NULL
FL,Maitland,Florida College of Natural Health-Maitland,NULL,NULL,NULL,NULL,7917,0,NULL
PR,Carolina,Modern Hairstyling Institute-Carolina,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
VA,Fairfax,Stratford University,NULL,NULL,NULL,NULL,32625,0,27903
CA,Rancho Cucamonga,Universal Technical Institute of California Inc,NULL,NULL,NULL,NULL,17365,0,NULL
GA,Atlanta,American InterContinental University-Atlanta,NULL,NULL,NULL,NULL,32415,0,24118
